Name	RADeg	DecDeg	RAHour	RAMinute	RASecond	DecSign	DecDeg	DecMinute	DecSecond	Type	Constellation	Magnitude	Info
ESO 29-EN9	11.35	-73.08	0	45.4		-1	73	5		Nebula	Tuc		F, pL, vlE, r
UGC 487	11.83	7.92	0	47.3		1	7	55		Galaxy	Psc	15	eF, vS, R, am 3 st
UGC 490	11.95	19.57	0	47.8		1	19	34		Galaxy	Psc	14	vF, S, R, lbM, * inv, 2 vS st f
UGC 491	12.00	27.63	0	48		1	27	38		Galaxy	And	13	Size: 1.8  pB, S, R, pmbM, r, **  p
ESO 474-29	11.90	-25.28	0	47.6		-1	25	17		Galaxy	Scl	7.1	Size: 25.1  !! vvB, vvL, vmE 54deg , gbM
ESO 411-15	11.88	-31.42	0	47.5		-1	31	25		Galaxy	Scl	11.8	Size: 2.1  vB, pS, lE, smbM, *8 nf 5'
MCG 2-3-17	11.95	-11.47	0	47.8		-1	11	28		Galaxy	Cet	11.8	Size: 3.1  F, pS, R, gbM
ESO 29-SC11	11.48	-73.50	0	45.9		-1	73	30		Cluster Nebulosity	Tuc	12	"F, S, R, gbM, *9 nf 40"""
UGC 493	12.03	8.32	0	48.1		1	8	19		Galaxy	Psc	14	Size: 2.1  pL, lE, gbM, r
MCG 4-3-5	12.05	27.63	0	48.2		1	27	38		Galaxy	And	15	eF, S, vF st close
MCG 1-3-15	12.03	-2.78	0	48.1		-1	2	47		Galaxy	Cet		Size: 3.2  F, S, E 135deg , lbM
UGC 497	12.15	27.70	0	48.6		1	27	42		Galaxy	And	14	Size: 1.0  eF, pS, lE
ESO 29-EN12	11.63	-73.12	0	46.5		-1	73	7		Nebula	Tuc		F, pL, R, gbM *13
UGC 499;Mrk 348	12.20	31.95	0	48.8		1	31	57		Galaxy	And	15	Size: 1.4  eF, vS, R, v diffic
MCG 2-3-21	12.23	-13.10	0	48.9		-1	13	6		Galaxy	Cet	14	eF, vS, lE 30deg
ESO 295-6	12.08	-38.23	0	48.3		-1	38	14		Galaxy	Scl		Size: 0.9  F, S, R, vsvmbM *13
ESO 29-SC14	11.90	-73.48	0	47.6		-1	73	29		Globular Cluster	Tuc	12	F, pS, R
UGC 508	12.45	32.27	0	49.8		1	32	16		Galaxy	Psc	13	Size: 3.2  pB, pS, lE, psbM, r, *8 sf 4'
ESO 29-SC15	12.00	-73.28	0	48		-1	73	17		Cluster Nebulosity	Tuc		Cl, F, pL, st vS
MCG 1-3-17	12.55	-5.20	0	50.2		-1	5	12		Galaxy	Cet	13	Size: 1.7  vF, pS, ilE, r
ESO 29-SC16	12.13	-73.53	0	48.5		-1	73	32		Globular Cluster	Tuc	12	vF, S, R
MCG 2-3-27	12.68	-8.65	0	50.7		-1	8	39		Galaxy	Cet	13	pF, vS, iR, pgbM
UGC 519	12.70	-1.88	0	50.8		-1	1	53		Galaxy	Cet	13	Size: 2.5  pF, S, lE, psbM, *8 f 5s
OCL 312	12.85	35.83	0	51.4		1	35	50		Open Cluster	And		Cl, L, lC
MCG 1-3-19	12.70	-6.88	0	50.8		-1	6	53		Galaxy	Cet	13	Size: 2.6  vF, vS
MCG 1-3-21	12.75	-7.05	0	51		-1	7	3		Galaxy	Cet	13	Size: 1.7  pB, pS, smbM, np of 2
V V 81;Arp 140	12.78	-7.07	0	51.1		-1	7	4		Galaxy	Cet	12.5	Size: 1.5  vF, S, R, sf of 2
IC 1591	13.03	-22.68	0	52.1		-1	22	41		Galaxy	Cet	14	eF, pS, E 265deg , *8 nf is a close D*
MCG 2-3-28	12.88	-8.58	0	51.5		-1	8	35		Galaxy	Cet	13	F, pS, *11 np
UGC 528	13.03	47.55	0	52.1		1	47	33		Galaxy	Cas	10.9	Size: 2.2  cB, pL, R, 2 st 10 nr
UGC 532	13.08	-2.20	0	52.3		-1	2	12		Galaxy	Cet	14	Size: 1.8  vF, S, iR, bM, stellar
UGC 534	13.13	24.33	0	52.5		1	24	20		Galaxy	And	14	"eF, S, R, *15 f 30"""
IC 11	13.20	56.62	0	52.8		1	56	37		Cluster Nebulosity	Cas	7	Size: 35.  F, vL, dif, S triple * on np 
MCG 5-3-15	13.20	30.62	0	52.8		1	30	37		Galaxy	Psc	14	F, S, R, lbM
MCG 2-3-31	13.33	-13.18	0	53.3		-1	13	11		Galaxy	Cet	14	eF, S, R, 1st of 4
MCG 2-3-33	13.40	-13.15	0	53.6		-1	13	9		Galaxy	Cet	15	eF, S, R, 2nd of 4
KAZ 377	13.43	-13.17	0	53.7		-1	13	10		Galaxy	Cet		eF, S, R, 3rd of 4
MCG 2-3-34	13.40	-13.10	0	53.6		-1	13	6		Galaxy	Cet	14	eF, S, R, 4th of 4
ZWG 501. 33	13.40	32.48	0	53.6		1	32	29		Galaxy	Psc	15	eF, S, R; RA 1mag  greater?
ESO 474-SC37	13.20	-26.58	0	52.8		-1	26	35		Globular Cluster	Scl	8.1	Size: 13.8  glob. cl. , B, L, lE, st 12.
ESO 411-25	13.18	-31.20	0	52.7		-1	31	12		Galaxy	Scl	12	Size: 3.7  vB, L, pmE, gbM, *11 np
ESO 29-SC19	12.83	-73.15	0	51.3		-1	73	9		Open Cluster	Tuc	12	eF
MCG 2-3-35	13.40	-8.75	0	53.6		-1	8	45		Galaxy	Cet	14	vF, vS, lE, alm stellar
Small Magellanc Cl	13.20	-72.83	0	52.8		-1	72	50		Galaxy	Tuc		Cl, F, eeL, R, st 12...18
MCG 1-3-30	13.58	-7.23	0	54.3		-1	7	14		Galaxy	Cet	14	vF, S
ESO 29-SC22	13.03	-73.35	0	52.1		-1	73	21		Nebula	Tuc		vF, pL, R, vglbM, r
UGC 562	13.80	31.52	0	55.2		1	31	31		Galaxy	Psc	13	"F, S, R, * 10"" n, 296 nf"
UGC 565	13.85	31.67	0	55.4		1	31	40		Galaxy	Psc	15	F, lE, *10 nf 2'
	13.75	-7.35	0	55		-1	7	21		Double Star	Cet		eF
MCG 1-3-33	13.75	-7.35	0	55		-1	7	21		Galaxy	Cet	13	pF
ESO 51-SC5	13.50	-72.17	0	54		-1	72	10		Cluster Nebulosity	Tuc	11	pB, vS, R, gvlbR, r
ESO 295-20	13.73	-37.68	0	54.9		-1	37	41		Galaxy	Scl	9	Size: 20.0  pB, vL, vmiE, vgpmbM
	14.08	-10.67	0	56.3		-1	10	40		Galaxy	Cet		eF, S, iR, gbM, *8 p 30s
	14.10	-10.65	0	56.4		-1	10	39		Star	Cet		eF, vS
	13.70	-16.67	0	54.8		-1	16	40		Galaxy	Cet		eF, vS
UGC 573	14.03	24.12	0	56.1		1	24	7		Galaxy	And	14	pF, S, R, svlbM
	14.00	12.10	0	56		1	12	6		Asterism	Psc		Cl, S, sc st
ESO 29-SC23	13.73	-72.22	0	54.9		-1	72	13		Cluster Nebulosity	Tuc	12	F, vS
UGC 584	14.15	-1.77	0	56.6		-1	1	46		Galaxy	Cet	14	pF, S, E
	14.10	-1.78	0	56.4		-1	1	47		Star	Cet		vF, eS, 1' sf 307
MCG 2-3-50	14.18	-9.92	0	56.7		-1	9	55		Galaxy	Cet	11.8	Size: 3.1  pB, pL, *12-13 n
	14.23	-1.77	0	56.9		-1	1	46		Star	Cet		stellar
UGC 592	14.40	30.27	0	57.6		1	30	16		Galaxy	Psc	14	pF, vS, R, gbM
ESO 151-6	14.08	-52.78	0	56.3		-1	52	47		Galaxy	Phe		Size: 1.8  F, S, R, *12 f
	14.45	30.35	0	57.8		1	30	21		Galaxy	Psc	12	Size: 3.6  vF, eS, 1' np 315
ESO 411-32	14.23	-31.97	0	56.9		-1	31	58		Galaxy	Scl		Size: 1.2  eF, vS, R, pB* f 2'
UGC 597	14.45	30.35	0	57.8		1	30	21		Galaxy	Psc	13	Size: 3.2  pB, pL, R, gbM, *9 nf 3'
	14.45	30.35	0	57.8		1	30	21		Galaxy	Psc	12	Size: 3.6  vF, eS, stellar, 1' f 315
	14.40	43.78	0	57.6		1	43	47		Galaxy	And	15	eeF, pS, lE, D* close f
ZWG 501. 54	14.53	30.42	0	58.1		1	30	25		Galaxy	Psc	15	vF, vS, R, bM
ESO 243-13	14.25	-43.83	0	57		-1	43	50		Galaxy	Phe		Size: 1.1  eF, vS, R, lbM
ESO 541-3	14.70	-20.83	0	58.8		-1	20	50		Galaxy	Cet	15	vF, pS, E 160deg , *10 n
MCG 1-3-43	14.35	-5.03	0	57.4		-1	5	2		Galaxy	Cet		eF, vS
ESO 243-15	14.30	-43.73	0	57.2		-1	43	44		Galaxy	Phe		Size: 1.3  vF, vS, R, lbM, 3 st p
ESO 151-9	14.18	-52.98	0	56.7		-1	52	59		Galaxy	Phe		Size: 1.3  pF, S, R, bM, p of 2
ESO 295-25	14.65	-40.50	0	58.6		-1	40	30		Galaxy	Phe		(?), F, S, stellar
MCG 1-3-45	14.48	-5.13	0	57.9		-1	5	8		Galaxy	Cet	16	vF, vS
UGC 601;4Z 35	14.60	26.87	0	58.4		1	26	52		Galaxy	Psc	13.2	Size: 1.5  F, lE, *9-10 sf
MCG 1-3-47	14.48	-5.13	0	57.9		-1	5	8		Galaxy	Cet	13	Size: 1.9  F, S, E
ESO 151-13	14.25	-52.92	0	57		-1	52	55		Galaxy	Phe		Size: 2.8  vF, lE, vgbM, f of 2
MCG 1-3-48	14.50	-5.07	0	58		-1	5	4		Galaxy	Cet	13	Size: 1.9  F, E
ESO 29-SC24	14.05	-72.48	0	56.2		-1	72	29		Open Cluster	Tuc	9.6	Size: 2.  glob. cl. , vB, S, lE, st 13..
MCG 1-3-39	14.65	-2.72	0	58.6		-1	2	43		?	Cet		eF, vS, R, lbM, *12 nf 3'
UGC 609	14.70	7.10	0	58.8		1	7	6		Galaxy	Psc	15	vF, S, R, sev st nr S
MCG 3-3-13	14.70	-16.48	0	58.8		-1	16	29		Galaxy	Cet	16	no description
ESO 351-26	14.70	-35.13	0	58.8		-1	35	8		Galaxy	Scl		vF, S, R, glbM, 2 st 11 s
ESO 541-6	14.83	-18.23	0	59.3		-1	18	14		Galaxy	Cet		Size: 1.2  vF, pS, E, bM
ESO 541-2	14.70	-18.77	0	58.8		-1	18	46		Galaxy	Cet	12	vF, vS, R, sbM
MCG 1-3-53	14.95	-7.58	0	59.8		-1	7	35		Galaxy	Cet	11.6	Size: 2.8  pF, L, E, glbM, *10 f 21s
UGC 624	15.15	30.65	1	0.6		1	30	39		Galaxy	Psc	14	vF, vS, iF, bM
ESO 29-SC25	14.43	-74.48	0	57.7		-1	74	29		Globular Cluster	Tuc	11.9	Size: 2.2  F, L, R, vgbM
MCG 1-3-55	15.15	-6.88	1	0.6		-1	6	53		Galaxy	Cet	14	vF, S, E
NGC 341A	15.20	-9.18	1	0.8		-1	9	11		Galaxy	Cet	13	F, pL, R, lbM, r
MCG 1-3-58	15.20	-6.78	1	0.8		-1	6	47		Galaxy	Cet	14	vF, vS
	15.20	-23.23	1	0.8		-1	23	14		Star	Cet		eF, vS, iR, sbMN (*?)
	15.40	-23.27	1	1.6		-1	23	16		Galaxy	Cet		Size: 0.9  eF, vS, iR, sbMN (*?)
MCG 1-3-64	15.35	-6.90	1	1.4		-1	6	54		Galaxy	Cet	13	vF, vS, gbM
ESO 51-SC10	14.78	-72.18	0	59.1		-1	72	11		Cluster Nebulosity	Tuc	10.3	Size: 14.  B, L, viF, mbM D*, r
MCG 1-3-63	15.35	-6.82	1	1.4		-1	6	49		Galaxy	Cet	14	vF, vS
ESO 151-17	15.23	-53.25	1	0.9		-1	53	15		Galaxy	Phe		Size: 1.1  eF, S, R
MCG 1-3-68	15.48	-6.82	1	1.9		-1	6	49		Galaxy	Cet	13	vF, vS
MCG 1-3-69	15.50	-6.82	1	2		-1	6	49		Galaxy	Cet	15	eF
UGC 639	15.53	-1.92	1	2.1		-1	1	55		Galaxy	Cet	14	eF, pS, np of 2
MCG 1-3-71	15.53	-4.25	1	2.1		-1	4	15		Galaxy	Cet	13	Size: 2.7  pF, S, iE, *8 f 97s
UGC 641	15.65	-1.93	1	2.6		-1	1	56		Galaxy	Cet	14	eF, pS, R, sf of 2
UGC 645;Mrk 353	15.83	22.33	1	3.3		1	22	20		Galaxy	Psc	14	Size: 0.9  vF, vS, R, vS* inv, *14 close
MCG 1-3-77	15.80	-6.33	1	3.2		-1	6	20		Galaxy	Cet	15	eF, vS
MCG 1-3-78	15.83	-7.00	1	3.3		-1	7	0		Galaxy	Cet	13	vF, S, iR
MCG 1-3-81	15.85	-6.33	1	3.4		-1	6	20		Galaxy	Cet	11.8	"Size: 2.6  F, S, iR, sbM, *14 nf 20"""
	16.30	62.03	1	5.2		1	62	2		Asterism	Cas		Cl, vlRi
UGC 662	16.10	-0.75	1	4.4		-1	0	45		Galaxy	Cet	15	eF, vS
ESO 79-14	15.73	-65.62	1	2.9		-1	65	37		Galaxy	Tuc		Size: 3.3  eF, vmE 145deg , vlbM
ESO 51-SC12	15.55	-71.55	1	2.2		-1	71	33		Globular Cluster	Tuc	11.8	Size: 1.5  vvF, pL, vlE, vgbM
Dunlop 62	15.80	-70.85	1	3.2		-1	70	51		Globular Cluster	Tuc	6.6	Size: 12.9  glob. cl. , vB, vL, vC, vmbM
MCG 3-3-23	16.53	-16.57	1	6.1		-1	16	34		Galaxy	Cet	15	eF, eS, R
UGC 666	16.15	-0.85	1	4.6		-1	0	51		Galaxy	Cet	14	vF, vS
ESO 352-1	16.03	-35.12	1	4.1		-1	35	7		Galaxy	Scl		F, S, R, glbM
OCL 316	16.60	62.23	1	6.4		1	62	14		Open Cluster	Cas		Size: 3.  Cl, S
	16.23	-12.15	1	4.9		-1	12	9		?	Cet		eF, pS, E 175deg , bn, 3 st 12 np
ESO 243-23	16.10	-43.27	1	4.4		-1	43	16		Galaxy	Phe		eF, vS, *7-8 sp 3'
ESO 541-17	16.28	-17.75	1	5.1		-1	17	45		Galaxy	Cet		Size: 1.3  vF, vS, R, gbM
	16.65	32.42	1	6.6		1	32	25			Psc		"vF, *13 s 15"", dif"
ESO 51-SC14	15.83	-72.08	1	3.3		-1	72	5		Open Cluster	Tuc		Size: 8.  Cl, F, L, R, pC, st 14...16
	16.68	32.43	1	6.7		1	32	26		Triple Star	Psc		stellar, mbM, r
	16.75	32.30	1	7		1	32	18		Galaxy	Psc		vF, vS
UGC 680	16.78	32.77	1	7.1		1	32	46		Galaxy	Psc	14	F, S, bet 2 st 15
Arp 331	16.78	32.35	1	7.1		1	32	21		Galaxy	Psc	16	Size: 1.3  vF, vS
ESO 29-SC29	15.98	-72.82	1	3.9		-1	72	49			Tuc		"only a D*, pos 270deg , dist 10"""
ESO 541-19	16.58	-20.05	1	6.3		-1	20	3		Triple Star	Cet		vF, vS, mE, sbMN
ESO 412-5	16.55	-30.18	1	6.2		-1	30	11		Galaxy	Scl	14	vF, S, R, gbM
UGC 683	16.83	32.52	1	7.3		1	32	31		Galaxy	Psc	12.6	Size: 1.8  pF, S, R, bM
UGC 682	16.83	32.48	1	7.3		1	32	29		Galaxy	Psc	12.5	Size: 1.6  pF, S, R, sbM
OCL 317	17.08	61.58	1	8.3		1	61	35		Open Cluster	Cas	9	Size: 6.  Cl, pC
UGC 688;Arp 331	16.85	32.40	1	7.4		1	32	24		Galaxy	Psc	14	Size: 0.4  vF, S, R, sp of D neb
UGC 689	16.85	32.42	1	7.4		1	32	25		Galaxy	Psc	11.9	Size: 2.3  pF, pL, R, gbM, nf of D neb
UGC 686;Arp 331	16.85	32.30	1	7.4		1	32	18		Galaxy	Psc	13	Size: 1.1  pF, pS, sp of 2
UGC 687;Arp 331	16.85	32.32	1	7.4		1	32	19		Galaxy	Psc	12.9	Size: 1.5  pF, pS, R, nf of 2
MCG 5-3-57	16.88	32.37	1	7.5		1	32	22		Galaxy	Psc	14.1	Size: 0.9  cF, S, R
	16.88	32.38	1	7.5		1	32	23		Galaxy	Psc		vF, S, R
MCG 5-3-59	16.95	32.32	1	7.8		1	32	19		Galaxy	Psc	14.3	Size: 0.8  vF, S, R
UGC 703	17.13	39.70	1	8.5		1	39	42		Galaxy	And	15	eF, eS, R, * nr
	17.03	32.45	1	8.1		1	32	27		Galaxy	Psc		vF, vS, stellar
UGC 693	16.88	0.93	1	7.5		1	0	56		Galaxy	Cet	14	F, S, r
UGC 700	17.10	33.12	1	8.4		1	33	7		Galaxy	Psc	14	F, vS, R, mbM, bet 2 st
UGC 707	17.15	39.67	1	8.6		1	39	40		Galaxy	And	13	F, vS, vlE, gbM, 4 S st nr
MCG 5-3-63	17.10	33.13	1	8.4		1	33	8		Galaxy	Psc	15	"F, S, 50"" nf 392"
ESO 51-SC16	16.33	-72.00	1	5.3		-1	72	0			Tuc		group of about 10 st, no neb
	17.00	4.53	1	8		1	4	32		Galaxy	Psc		eF, S, lE
MCG 5-3-64	17.13	33.10	1	8.5		1	33	6		Galaxy	Psc	15	eF, S, R, vF* p
MCG 5-3-65	17.20	32.50	1	8.8		1	32	30		Galaxy	Psc	15	vF, vS, stellar
UGC 712	17.25	32.62	1	9		1	32	37		Galaxy	Psc	14	vF, S, R
	17.25	32.73	1	9		1	32	44			Psc		eF, vS, 403 f
	17.28	32.77	1	9.1		1	32	46			Psc		eF, stellar, 403 f
	17.30	32.82	1	9.2		1	32	49			Psc		eF, vS, R, 403 s 3'
UGC 715	17.30	32.75	1	9.2		1	32	45		Galaxy	Psc	13	"Size: 2.1  vF, pS, cE, *11 s 85"""
UGC 718	17.35	35.72	1	9.4		1	35	43		Galaxy	And	10.1	Size: 4.4  pB, cL, R, gbM, beta And sf
ESO 243-*39	17.08	-46.67	1	8.3		-1	46	40		Double Star	Phe		eS, stellar, = *7
ESO 51-18	16.85	-69.88	1	7.4		-1	69	53		Galaxy	Tuc	12	Size: 3.8  F, vL, vglbM, bN with eE wisp
UGC 730	17.65	33.12	1	10.6		1	33	7		Galaxy	Psc	14	Size: 2.0  vF, vS, sp of 2
	17.73	33.10	1	10.9		1	33	6		Galaxy	Psc		vF, vS, 410 f 8s
ESO 352-12	17.38	-35.80	1	9.5		-1	35	48		Galaxy	Scl		Size: 1.5  eF, S, R, vS* nr
UGC 735	17.75	33.15	1	11		1	33	9		Galaxy	Psc	13	Size: 2.6  pB, pL, nf of 2
ESO 51-SC19	16.98	-71.77	1	7.9		-1	71	46			Tuc		cB, S, R, stellar
	17.58	-20.02	1	10.3		-1	20	1			Cet		vF, eS, R, sbMN (neb?)
MCG 1-4-13	17.38	-2.83	1	9.5		-1	2	50		Galaxy	Cet	16	eF, pS, vlE
UGC 744	17.83	33.10	1	11.3		1	33	6		Galaxy	Psc	14	vF, S, iR, mbM, 410 np
ESO 352-14	17.55	-35.48	1	10.2		-1	35	29		Galaxy	Scl		vF, S, R, glbM
ESO 29-SC32	17.03	-72.35	1	8.1		-1	72	21		Globular Cluster	Tuc	11	Size: 1.1  F, pS, R, gbM
ESO 541-24	17.78	-18.17	1	11.1		-1	18	10		Galaxy	Cet	15	eF, eS, R
ESO 412-9	17.65	-30.22	1	10.6		-1	30	13		Galaxy	Scl	13	Size: 2.3  F, pL, R, vglbM, p of 2
ESO 29-SC33	17.08	-72.88	1	8.3		-1	72	53		Globular Cluster	Tuc	10	Size: 2.6  pB, pL, R, gbM
UGC 752	18.03	32.10	1	12.1		1	32	6		Galaxy	Psc	13	F, pS, R, bM
	18.03	32.15	1	12.1		1	32	9			Psc		eF, vS
ESO 51-SC22	17.23	-71.77	1	8.9		-1	71	46			Tuc		only 3 eF st, close, in SMC
ESO 412-11	17.85	-29.22	1	11.4		-1	29	13		Galaxy	Scl	14	eF, S, E, glbM, f of 2
ESO 296-4	17.88	-38.08	1	11.5		-1	38	5		Galaxy	Scl		Size: 2.1  vF, S, R, glbM
UGC 758	18.25	38.80	1	13		1	38	48		Galaxy	And	13	vF, vS, R, lbM, *11 att
UGC 760	18.23	-0.28	1	12.9		-1	0	17		Galaxy	Cet	14	vF, vS, R
ESO 412-14	18.13	-32.05	1	12.5		-1	32	3		Galaxy	Scl	15	3 vS st with neby (?)
UGC 763	18.23	0.98	1	12.9		1	0	59		Galaxy	Cet	11.4	Size: 4.1  F, L, R, bM, er
UGC 762	18.25	-0.33	1	13		-1	0	20		Galaxy	Cet	14	vF, vS
UGC 765	18.28	-0.25	1	13.1		-1	0	15		Galaxy	Cet	13	F, vS, R, vsbM *
UGC 776	18.55	33.73	1	14.2		1	33	44		Galaxy	And	14	F, S, vsbM
ESO 113-22	17.95	-61.53	1	11.8		-1	61	32		Galaxy	Tuc		Size: 1.5  F, S, R, gbM, *12 f
OCL 319	18.83	60.13	1	15.3		1	60	8		Open Cluster	Cas		Size: 3.  Cl, S, lC
ESO 113-23	18.05	-58.25	1	12.2		-1	58	15		Galaxy	Tuc	13	Size: 1.9  B, S, R, psbM
UGC 779	18.50	2.07	1	14		1	2	4		Galaxy	Cet	15	eF, S, E
OCL 320	18.90	58.82	1	15.6		1	58	49		Open Cluster	Cas	8.8	Size: 6.  Cl, S, iF, pC
UGC 788	18.60	5.93	1	14.4		1	5	56		Galaxy	Psc	14	pF, vS, R, F* np
ESO 296-7	18.35	-37.93	1	13.4		-1	37	56		Galaxy	Scl		pF, S, R, glbM
ESO 412-18	18.45	-31.75	1	13.8		-1	31	45		Galaxy	Scl	13	pB, S, R, gbM
ESO 113-25	18.23	-58.28	1	12.9		-1	58	17		Galaxy	Tuc		Size: 1.0  F, vS, R
ESO 412-19	18.50	-31.78	1	14		-1	31	47		Galaxy	Scl	14	pF, S, R, gbM
UGC 789	18.65	-1.02	1	14.6		-1	1	1		Galaxy	Cet	15	Size: 1.2  vF, S, R, B* sf
IC 1653	18.78	33.38	1	15.1		1	33	23		Galaxy	Psc	14	F, S, R, *15 p 8s  on parallel
IC 1658	18.98	31.08	1	15.9		1	31	5		Galaxy	Psc	14	vF, mE 135deg , lbM; = IC 1658
ZWG 385. 47	18.73	1.93	1	14.9		1	1	56		Galaxy	Cet	15	vF, vS
IC 89	18.73	4.18	1	14.9		1	4	11		Galaxy	Psc	15	F, vS, stellar; = IC 89
IC 1556	18.90	33.07	1	15.6		1	33	4		Galaxy	Psc	14	Size: 2.6  F, pL, bM, *11 nf
UGC 801	18.83	-1.62	1	15.3		-1	1	37		Galaxy	Cet	13	pB, vS, lE
IC 1656	19.03	33.08	1	16.1		1	33	5		Galaxy	Psc	14.3	Size: 0.7  vF, vS, R, vlbM, vF st inv
UGC 806	18.88	-0.87	1	15.5		-1	0	52		Galaxy	Cet	12.1	Size: 3.2  vF, L
IC 1661	19.05	33.07	1	16.2		1	33	4		Galaxy	Psc	15	vF, vS, R, vlbM; = IC 1661
UGC 820	19.08	31.03	1	16.3		1	31	2		Galaxy	Psc	14	vF, E, *9 np, S* nf, vnr
	19.08	33.08	1	16.3		1	33	5		Triple Star	Psc		vF, vS, R, vF st inv
ESO 151-36	18.60	-55.40	1	14.4		-1	55	24		Galaxy	Phe		Size: 1.9  vF, S, R, bM
UGC 815;Arp 164	19.00	5.18	1	16		1	5	11		Galaxy	Psc	14	F, vS, alm stell
ESO 29-SC38	18.60	-73.28	1	14.4		-1	73	17		Nebula	Tuc		Size: 15.  pF, pL, iR, r, 1st of sev
OCL 321	19.78	58.33	1	19.1		1	58	20		Open Cluster	Cas	6.4	Size: 13.  Cl, B, L, pRi, st 7, 8, 10
ESO 51-SC26	18.73	-71.55	1	14.9		-1	71	33			Tuc		prob Cl, eS, close, no neb
UGC 832	19.50	17.55	1	18		1	17	33		Galaxy	Psc	15	eF
ESO 29-SC39	18.70	-72.30	1	14.8		-1	72	18		Cluster Nebulosity	Tuc		F, pL, iR, gbM, r, 2nd of sev
ESO 352-33	19.33	-33.83	1	17.3		-1	33	50		Galaxy	Scl		Size: 1.2  pB, R, glbM
NPM1G +03.0047	19.53	4.23	1	18.1		1	4	14		Galaxy	Psc		eF, vS, stellar
UGC 840	19.73	16.32	1	18.9		1	16	19		Galaxy	Psc	15	eF, vS, R, lbM
	19.75	34.97	1	19		1	34	58		Galaxy	And		S
ESO 29-SC40	18.88	-73.33	1	15.5		-1	73	20		Open Cluster	Tuc		many st, no neb, perhaps Cl
ESO 113-34	19.30	-58.92	1	17.2		-1	58	55		Galaxy	Tuc		Size: 2.1  vF, pS, R, gbM
UGC 848	19.80	3.30	1	19.2		1	3	18		Galaxy	Psc	11.9	Size: 2.4  pB, pL, R, gbM
IC 92	19.95	32.78	1	19.8		1	32	47		Galaxy	Psc	15	vF, eS, stellar
MCG 2-4-23	19.85	14.88	1	19.4		1	14	53		Galaxy	Psc	15	eF, S, R
UGC 858	19.93	3.42	1	19.7		1	3	25		Galaxy	Psc	11.9	Size: 3.0  pB, L, iR
UGC 861	19.98	14.78	1	19.9		1	14	47		Galaxy	Psc	14	neb *12
UGC 870	20.13	32.72	1	20.5		1	32	43		Galaxy	Psc	14	eF, vS, *9-10 p 14s , v diff
UGC 859	19.98	16.55	1	19.9		1	16	33		Galaxy	Psc	13	Size: 2.2  eF, S
UGC 864	20.03	3.42	1	20.1		1	3	25		Galaxy	Psc	11.1	Size: 7.9  pB, S, smbM, f of 2
IC 97	20.00	14.85	1	20		1	14	51		Galaxy	Psc		eF, S
MCG 3-4-23	20.05	16.02	1	20.2		1	16	1		Galaxy	Psc	15	eF, vS, stellar
UGC 886	20.33	40.48	1	21.3		1	40	29		Galaxy	And	14	vF, pS, vlE, vglbM
ESO 476-3	20.05	-22.37	1	20.2		-1	22	22		Galaxy	Cet	15	eF, eS, R, sbMN
UGC 893	20.33	3.87	1	21.3		1	3	52		Galaxy	Psc	15	eF, S, R
	20.23	-9.87	1	20.9		-1	9	52			Cet		eF, vS, R (neb?); = 481?
MCG 2-4-30	20.25	-9.20	1	21		-1	9	12		Galaxy	Cet	14	vF, vS, R, F* np
ESO 296-13	20.08	-40.95	1	20.3		-1	40	57		Galaxy	Phe		eF, lE
UGC 906	20.50	33.53	1	22		1	33	32		Galaxy	Psc	14	vF, vS
ESO 113-36	19.90	-58.52	1	19.6		-1	58	31		Galaxy	Tuc		Size: 2.2  vB, S, lE, psmbM
UGC 895	20.35	7.02	1	21.4		1	7	1		Galaxy	Psc	14	Size: 1.9  cF, pL, R, *8 sp 3'.5
	20.53	5.40	1	22.1		1	5	24		Galaxy	Psc	15	eF, eS, stell, 5' n of 488
MCG 3-4-56	20.45	-16.35	1	21.8		-1	16	21		Galaxy	Cet	14	eF, vS, R
UGC 907	20.45	5.25	1	21.8		1	5	15		Galaxy	Psc	10.3	Size: 5.2  pB, L, R, svmbM, *8 f 10'
UGC 908	20.45	9.20	1	21.8		1	9	12		Galaxy	Psc	13	pB, S, E
MCG 1-4-35	20.53	5.37	1	22.1		1	5	22		Galaxy	Psc	15	vF, vS, R, 8' nf 488
ESO 352-53	20.35	-34.05	1	21.4		-1	34	3		Galaxy	Scl	13	Size: 1.5  B, S, vlE, bM, vS* nr
MCG 1-4-38	20.55	5.42	1	22.2		1	5	25		Galaxy	Psc	15	eF, vS, R
UGC 914	20.55	0.95	1	22.2		1	0	57		Galaxy	Cet	12.5	Size: 3.8  vF, L, mE 60deg , lbM
UGC 919	20.75	33.18	1	23		1	33	11		Galaxy	Psc	14	vF, pL, E, 3 F st s
UGC 920	20.73	33.47	1	22.9		1	33	28		Galaxy	Psc	13.2	Size: 1.5  vF, S, 1st of 3
UGC 927	20.83	33.55	1	23.3		1	33	33		Galaxy	Psc	14	vF, vS, 2nd of 3
UGC 915;Arp 8	20.60	-0.88	1	22.4		-1	0	53		Galaxy	Cet	14	Size: 2.4  eF, pS, R, vlbM, r
MCG 5-4-37	20.83	33.50	1	23.3		1	33	30		Galaxy	Psc	16	eeF, np 499
IC 1686	20.80	33.47	1	23.2		1	33	28		Galaxy	Psc	12	Size: 2.0  pB, pL, R, 3rd of 3; = IC 168
